QuestionId,Question,language,Type,Categorie,LLM,answer,correctness,relevance,specificity
19G,Welche wichtigen Studien wurden in den letzten Jahren im Bereich der neuroendokrinen Tumore gestartet bzw. durchgeführt?,german,specific,study,gpt-3.5-turbo-0125,"In den letzten Jahren wurden mehrere wichtige Studien im Bereich der neuroendokrinen Tumore durchgeführt, darunter:

1. Die NETTER-1-Studie, die die Wirksamkeit von Lutetium-177-Dotatate bei der Behandlung von fortgeschrittenen neuroendokrinen Tumoren des Magen-Darm-Trakts untersuchte.

2. Die RADIANT-Studien, die die Wirksamkeit von Everolimus und Sunitinib bei der Behandlung von fortgeschrittenen neuroendokrinen Tumoren des Pankreas und des Magen-Darm-Trakts untersuchten.

3. Die CLARINET-Studie, die die Wirksamkeit von Lanreotid bei der Behandlung von nicht-funktionellen neuroendokrinen Tumoren des Magen-Darm-Trakts untersuchte.

4. Die PROMID-Studie, die die Wirksamkeit von Octreotid bei der Behandlung von gut differenzierten neuroendokrinen Tumoren des Dünndarms und des Kolons untersuchte.

Diese Studien haben dazu beigetragen, das Verständnis der Krankheit zu verbessern und neue Behandlungsmöglichkeiten für Patienten mit neuroendokrinen Tumoren zu entwickeln.",,,
19E,What are the major studies that have been initiated or conducted in the field of neuroendocrine tumors in recent years?,english,specific,study,gpt-3.5-turbo-0125,"1. The NETTER-1 trial: This study investigated the efficacy and safety of the radiolabeled somatostatin analog, lutetium-177-DOTATATE, in patients with advanced midgut neuroendocrine tumors. The results showed a significant improvement in progression-free survival compared to standard therapy.

2. The RADIANT trials: These studies evaluated the efficacy of the mTOR inhibitor everolimus in patients with advanced neuroendocrine tumors of various origins. The results demonstrated a significant improvement in progression-free survival in patients treated with everolimus compared to placebo.

3. The CLARINET trial: This study assessed the efficacy of the somatostatin analog lanreotide in patients with non-functioning gastroenteropancreatic neuroendocrine tumors. The results showed a significant improvement in progression-free survival in patients treated with lanreotide compared to placebo.

4. The NET-02 trial: This study investigated the efficacy of peptide receptor radionuclide therapy (PRRT) in patients with advanced neuroendocrine tumors. The results demonstrated a significant improvement in progression-free survival and overall survival in patients treated with PRRT compared to standard therapy.

5. The COMPETE trial: This ongoing study is evaluating the efficacy of combination therapy with the somatostatin analog pasireotide and the mTOR inhibitor everolimus in patients with advanced neuroendocrine tumors. The results of this trial are expected to provide valuable insights into the optimal treatment approach for these patients.",,,
20G,Was ist der Vergleichsarm in der Netter-1 Studie,german,specific,study,gpt-3.5-turbo-0125,"In der Netter-1 Studie handelt es sich bei dem Vergleichsarm um eine Gruppe von Patienten, die eine Standardbehandlung erhalten, die mit dem neuen Medikament oder der neuen Therapieform verglichen wird. Der Vergleichsarm dient dazu, die Wirksamkeit und Sicherheit des neuen Medikaments oder der neuen Therapieform im Vergleich zur Standardbehandlung zu bewerten.",,,
20E,What is the control arm in the Netter-1 trial?,english,specific,study,gpt-3.5-turbo-0125,"In the Netter-1 trial, the control arm was the group of patients who received a placebo in addition to standard therapy, while the experimental arm received the investigational drug in addition to standard therapy. The purpose of the control arm is to provide a comparison group to evaluate the effectiveness of the investigational drug.",,,
21G,Was ist der Vergleichsarm in der Netter-2 Studie,german,specific,study,gpt-3.5-turbo-0125,"Der Vergleichsarm in der Netter-2 Studie war eine Gruppe von Patienten, die eine Standardbehandlung erhielten, die bereits als wirksam angesehen wurde. Diese Gruppe wurde mit einer anderen Gruppe von Patienten verglichen, die eine neue Behandlung erhielten, um die Wirksamkeit und Sicherheit der neuen Behandlung zu bewerten. Der Vergleichsarm diente dazu, die Ergebnisse der neuen Behandlung mit der Standardbehandlung zu vergleichen und festzustellen, ob die neue Behandlung überlegen war.",,,
21E,What is the control arm in the Netter-2 trial?,english,specific,study,gpt-3.5-turbo-0125,"In the Netter-2 trial, the control arm is the group of participants who receive standard of care treatment or placebo, against which the experimental treatment is compared. This group helps researchers determine the effectiveness and safety of the new treatment being studied.",,,
22G,Was ist der Vergleichsarm in der COMPETE Studie,german,specific,study,gpt-3.5-turbo-0125,"Der Vergleichsarm in der COMPETE Studie ist die Gruppe von Teilnehmern, die entweder keine Behandlung erhalten oder eine Standardbehandlung erhalten, die mit der experimentellen Behandlung verglichen wird. In klinischen Studien dient der Vergleichsarm dazu, die Wirksamkeit und Sicherheit der neuen Behandlung im Vergleich zur Standardbehandlung oder Placebo zu bewerten.",,,
22E,What is the control arm in the COMPETE trial?,english,specific,study,gpt-3.5-turbo-0125,"In the COMPETE trial, the control arm is the group of participants who receive the standard treatment or placebo, against which the experimental treatment is compared. This group serves as a reference point to evaluate the effectiveness and safety of the new treatment being tested in the trial.",,,
23G,Was ist der Vergleichsarm in der COMPOSE Studie,german,specific,study,gpt-3.5-turbo-0125,"Der Vergleichsarm in der COMPOSE Studie ist die Gruppe von Patienten, die eine Standardbehandlung erhalten, die als Kontrollgruppe dient, um die Wirksamkeit und Sicherheit der neuen Behandlungsmethode zu bewerten. In der COMPOSE Studie handelt es sich um eine randomisierte kontrollierte Studie, bei der die Patienten entweder die neue Behandlung oder die Standardbehandlung erhalten, um die Ergebnisse beider Gruppen miteinander zu vergleichen.",,,
23E,What is the control arm in the COMPOSE trial?,english,specific,study,gpt-3.5-turbo-0125,"In the COMPOSE trial, the control arm is the group of participants who receive the standard of care treatment or placebo, against which the experimental treatment is compared. This group helps researchers determine the effectiveness of the new treatment being studied.",,,
24G,"Ist es möglich die verschiedenen Guidelines zu Management von neuroendokrinen Tumoren vergleichend darzustellen (ENETS, NANETS)? Wo sind hier die Unterschiede in der Therapie dieser Erkrankung? ",german,specific,guidelines,gpt-3.5-turbo-0125,"Ja, es ist möglich die verschiedenen Guidelines zur Management von neuroendokrinen Tumoren (NET) vergleichend darzustellen. Die European Neuroendocrine Tumor Society (ENETS) und die North American Neuroendocrine Tumor Society (NANETS) haben jeweils ihre eigenen Richtlinien zur Diagnose und Behandlung von NET.

Einige Unterschiede in der Therapie dieser Erkrankung zwischen ENETS und NANETS sind:

1. Diagnose: ENETS empfiehlt die Verwendung von Biomarkern wie Chromogranin A und 5-HIAA zur Diagnose von NET, während NANETS die Bedeutung von Bildgebungsverfahren wie CT, MRI und PET-Scans betont.

2. Chirurgie: ENETS legt großen Wert auf die chirurgische Entfernung des Tumors, insbesondere bei lokal begrenzten NET, während NANETS auch alternative Behandlungsmethoden wie Radiofrequenzablation und Embolisation in Betracht zieht.

3. Medikamentöse Therapie: ENETS empfiehlt die Verwendung von Somatostatin-Analoga zur Kontrolle von Symptomen und Tumorwachstum, während NANETS auch andere Medikamente wie Interferon und Chemotherapie in Betracht zieht.

4. Follow-up: ENETS empfiehlt regelmäßige Nachsorgeuntersuchungen mit Bildgebung und Biomarker-Tests, um das Ansprechen auf die Behandlung zu überwachen, während NANETS auch psychosoziale Unterstützung und Ernährungsberatung für Patienten empfiehlt.

Insgesamt gibt es also einige Unterschiede in der Herangehensweise an die Diagnose und Behandlung von NET zwischen ENETS und NANETS, aber beide Organisationen haben das gemeinsame Ziel, die bestmögliche Versorgung für Patienten mit dieser Erkrankung sicherzustellen. Es ist wichtig, dass Ärzte die jeweiligen Richtlinien berücksichtigen und individuelle Behandlungspläne für jeden Patienten erstellen.",,,
24E,"Is it possible to compare the different guidelines for the management of neuroendocrine tumors (ENETS, NANETS)? Where are the differences in the therapy of this disease?",english,specific,guidelines,gpt-3.5-turbo-0125,"Yes, it is possible to compare the guidelines for the management of neuroendocrine tumors (NETs) provided by the European Neuroendocrine Tumor Society (ENETS) and the North American Neuroendocrine Tumor Society (NANETS). While both organizations provide comprehensive guidelines for the diagnosis and treatment of NETs, there are some differences in their recommendations.

One key difference between the ENETS and NANETS guidelines is in the staging and classification of NETs. ENETS uses the TNM staging system, which takes into account the size of the primary tumor, the extent of spread to nearby lymph nodes, and the presence of distant metastases. On the other hand, NANETS uses the World Health Organization (WHO) classification system, which categorizes NETs based on their histological features and grade of differentiation.

In terms of treatment, both ENETS and NANETS guidelines recommend a multidisciplinary approach involving surgery, medical therapy, and interventional radiology for the management of NETs. However, there are some differences in the specific treatment recommendations. For example, ENETS guidelines place a greater emphasis on the use of somatostatin analogs for symptom control and tumor stabilization in patients with well-differentiated NETs, while NANETS guidelines recommend the use of targeted therapies such as everolimus and sunitinib in certain cases.

Overall, while there may be some differences in the specific recommendations provided by ENETS and NANETS guidelines, both organizations aim to provide evidence-based guidance for the management of NETs to improve patient outcomes. It is important for healthcare providers to be familiar with both sets of guidelines and tailor treatment plans to individual patient needs.",,,
25G,In welchem Bereich werden PRRT Therapien in den ESMO Guidelines dargestellt?,german,specific,guidelines,gpt-3.5-turbo-0125,Die PRRT Therapien werden im Bereich der Neuroendokrinen Tumoren in den ESMO Guidelines dargestellt.,,,
25E,In which section are PRRT therapies presented in the ESMO Guidelines?,english,specific,guidelines,gpt-3.5-turbo-0125,PRRT therapies are presented in the section on Neuroendocrine and Adrenal Tumours in the ESMO Guidelines.,,,
26G,Welche Arten von neuroendokrinen Tumoren werden in der COMPETE Studie untersucht?,german,specific,study,gpt-3.5-turbo-0125,"In der COMPETE Studie werden neuroendokrine Tumoren des Gastrointestinaltrakts (Magen-Darm-Trakt) untersucht, einschließlich des Pankreas, des Magens, des Dünndarms und des Kolons.",,,
26E,What types of neuroendocrine tumors are investigated in the COMPETE trial?,english,specific,study,gpt-3.5-turbo-0125,"The COMPETE trial investigates well-differentiated neuroendocrine tumors (NETs) of the gastrointestinal tract and pancreas. These include carcinoid tumors, pancreatic NETs, and other types of NETs that arise from the neuroendocrine cells in the digestive system.",,,
27G,Was war das mediane PFS in der Netter-2 Studie?,german,specific,study,gpt-3.5-turbo-0125,"Das mediane PFS (progressionsfreies Überleben) in der Netter-2 Studie betrug 11,4 Monate.",,,
27E,What was the median PFS in the Netter-2 trial?,english,specific,study,gpt-3.5-turbo-0125,The median progression-free survival (PFS) in the Netter-2 trial was 11.3 months for patients receiving the combination of nivolumab and ipilimumab.,,,
28G,In welchen Indikationen erforscht ITM Radiopharma Radiopharmazeutika?,german,specific,research,gpt-3.5-turbo-0125,"ITM Radiopharma erforscht Radiopharmazeutika in den Indikationen Prostatakrebs, neuroendokrine Tumore, Hirntumore, Leberkrebs, Brustkrebs und Lymphome.",,,
28E,In which indications does ITM Radiopharma research radiopharmaceuticals?,english,specific,research,gpt-3.5-turbo-0125,"ITM Radiopharma researches radiopharmaceuticals for the treatment of various types of cancer, including neuroendocrine tumors, bone metastases, and liver cancer. They also focus on developing radiopharmaceuticals for targeted radionuclide therapy and precision oncology.",,,
29G,Welche Isotope werden in den Studien von ITM Radiopharma verwendet?,german,general,research,gpt-3.5-turbo-0125,"In den Studien von ITM Radiopharma werden vor allem die Isotope Lutetium-177, Yttrium-90 und Actinium-225 verwendet.",,,
29E,Which isotopes are used in ITM Radiopharma's studies?,english,general,research,gpt-3.5-turbo-0125,"ITM Radiopharma uses isotopes such as lutetium-177, yttrium-90, and scandium-44 in their studies.",,,
30G,Wann wurde ITM Radiopharma gegründet?,german,general,company,gpt-3.5-turbo-0125,ITM Radiopharma wurde im Jahr 2004 gegründet.,,,
30E,When was ITM Radiopharma founded?	,english,general,company,gpt-3.5-turbo-0125,ITM Radiopharma was founded in 2004.,,,
31G,Welche Produkte hat ITM Radiopharma bereits auf dem Markt?,german,general,company,gpt-3.5-turbo-0125,ITM Radiopharma hat bereits das Produkt Galli Ad-ExGallium-68 auf dem Markt.,,,
31E,Which products does ITM Radiopharma already have on the market?,english,general,company,gpt-3.5-turbo-0125,"ITM Radiopharma currently has GalliAd, a Gallium-68 generator for the production of radiopharmaceuticals, on the market.",,,
32G,An welchen Kongressen nimmt ITM Radiopharma teil?,german,general,company,gpt-3.5-turbo-0125,"ITM Radiopharma nimmt an verschiedenen internationalen Kongressen teil, darunter:

- European Association of Nuclear Medicine (EANM) Annual Congress
- Society of Nuclear Medicine and Molecular Imaging (SNMMI) Annual Meeting
- World Molecular Imaging Congress (WMIC)
- European Society for Radiotherapy and Oncology (ESTRO) Annual Meeting
- Radiological Society of North America (RSNA) Annual Meeting

Diese sind nur einige Beispiele, an welchen Kongressen ITM Radiopharma teilnehmen kann. Die Teilnahme an Kongressen ermöglicht es dem Unternehmen, sich mit anderen Experten aus der Branche auszutauschen, neueste Entwicklungen und Forschungsergebnisse zu präsentieren und potenzielle Kunden und Partner zu treffen.",,,
32E,Which congresses does ITM Radiopharma participate in?,english,general,company,gpt-3.5-turbo-0125,"ITM Radiopharma participates in various congresses related to nuclear medicine, radiopharmaceuticals, and oncology. Some of the congresses they have participated in include:

1. European Association of Nuclear Medicine (EANM) Congress
2. Society of Nuclear Medicine and Molecular Imaging (SNMMI) Annual Meeting
3. World Molecular Imaging Congress (WMIC)
4. European Society for Medical Oncology (ESMO) Congress
5. Radiological Society of North America (RSNA) Annual Meeting

These are just a few examples of the congresses where ITM Radiopharma may participate to showcase their products and technologies in the field of nuclear medicine.",,,
33G,Wie funktioniert PRRT/Wie ist das Medikament zusammengesetzt?,german,general,mechanism of action,gpt-3.5-turbo-0125,"PRRT steht für Peptid-Rezeptor-Radionuklid-Therapie und ist eine Form der nuklearmedizinischen Therapie, die zur Behandlung von neuroendokrinen Tumoren eingesetzt wird. Bei der PRRT wird ein radioaktives Radionuklid an ein Peptid gebunden, das spezifisch an Rezeptoren auf den Tumorzellen bindet. Dadurch werden die Tumorzellen gezielt mit Strahlung behandelt, während gesundes Gewebe geschont wird.

Das Medikament, das für die PRRT verwendet wird, besteht aus einem Peptid, das an das Radionuklid Lutetium-177 oder Yttrium-90 gebunden ist. Das Peptid bindet an die Somatostatin-Rezeptoren auf den Tumorzellen, die häufig bei neuroendokrinen Tumoren überexprimiert sind. Durch die Bindung des Peptids an die Rezeptoren gelangt das radioaktive Radionuklid in die Tumorzellen und zerstört sie durch die abgegebene Strahlung.

Die PRRT wird in der Regel in mehreren Behandlungszyklen durchgeführt, um die Tumorzellen effektiv zu bekämpfen. Die Therapie wird in spezialisierten nuklearmedizinischen Zentren durchgeführt und erfordert eine sorgfältige Überwachung der Patienten während und nach der Behandlung.",,,
33E,How does PRRT work/what is the drug made up of?,english,general,mechanism of action,gpt-3.5-turbo-0125,"PRRT, or peptide receptor radionuclide therapy, is a type of targeted cancer treatment that uses a combination of a peptide (a small protein) and a radioactive substance to specifically target and kill cancer cells. The drug used in PRRT is typically made up of a peptide that binds to specific receptors on the surface of cancer cells, delivering a high dose of radiation directly to the tumor cells while sparing healthy tissues.

The most commonly used peptide in PRRT is called octreotide, which binds to somatostatin receptors that are overexpressed on the surface of certain types of neuroendocrine tumors. The radioactive substance attached to the peptide is usually a beta-emitting radionuclide, such as lutetium-177 or yttrium-90, which emits radiation that can penetrate the tumor cells and kill them.

When the PRRT drug is injected into the patient's bloodstream, the peptide binds to the cancer cells, delivering the radiation directly to the tumor. The radiation damages the DNA of the cancer cells, leading to cell death. PRRT is a targeted therapy, meaning it specifically targets cancer cells while minimizing damage to healthy tissues, which can reduce side effects compared to traditional chemotherapy.",,,
34G,Was ist die wichtigste Voraussetzung für die Behandlung mit PRRT?,german,general,requirements,gpt-3.5-turbo-0125,"Die wichtigste Voraussetzung für die Behandlung mit PRRT (Peptid-Rezeptor-Radionuklid-Therapie) ist das Vorhandensein von Tumoren, die bestimmte Rezeptoren auf ihrer Oberfläche exprimieren, die für die Therapie mit radioaktiven Substanzen geeignet sind. Dies wird in der Regel durch eine nuklearmedizinische Diagnostik wie eine Somatostatin-Rezeptor-Szintigrafie oder ein Gallium-68-DOTATATE-PET-CT festgestellt. Nur wenn die Tumoren diese Rezeptoren aufweisen, kann eine PRRT-Behandlung durchgeführt werden.",,,
34E,What is the major requirement for a patient to be treated with PRRT?,english,general,requirements,gpt-3.5-turbo-0125,"The major requirement for a patient to be treated with PRRT (Peptide Receptor Radionuclide Therapy) is the presence of somatostatin receptors on the tumor cells. This is because PRRT involves targeting these receptors with a radioactive substance attached to a peptide molecule, which then delivers radiation directly to the tumor cells. Therefore, patients must undergo imaging tests to confirm the presence of somatostatin receptors before being considered for PRRT treatment.",,,
35G,Was ist Theranostik?	,german,general,definition,gpt-3.5-turbo-0125,"Theranostik ist ein medizinisches Konzept, das die Kombination von Diagnostik und Therapie in einem einzigen Verfahren oder Produkt beinhaltet. Durch die Verwendung von theranostischen Ansätzen können Ärzte die richtige Behandlung für den individuellen Patienten basierend auf diagnostischen Informationen auswählen. Dies kann dazu beitragen, die Wirksamkeit der Behandlung zu verbessern und Nebenwirkungen zu minimieren. Theranostik wird vor allem in der personalisierten Medizin eingesetzt, um maßgeschneiderte Therapien für Patienten zu entwickeln.",,,
35E,What is theranostics?,english,general,definition,gpt-3.5-turbo-0125,"Theranostics is a field of medicine that combines diagnostics and therapeutics to provide personalized treatment for patients. It involves the use of diagnostic tests to identify specific biomarkers or genetic mutations in a patient's disease, which can then be used to tailor a targeted therapy for that individual. Theranostics aims to improve treatment outcomes, reduce side effects, and optimize the effectiveness of therapies by selecting the most appropriate treatment based on the patient's unique characteristics.",,,
