QuestionId,Question,language,Type,Categorie,LLM,answer,correctness,relevance,specificity
14G,Was sind Herausforderungen der PRRT?,german,general,challenges of therapy,gemini-1.0-pro-001,"**Herausforderungen der PRRT (Peptid-Rezeptor-Radionuklid-Therapie)**

**1. Verfügbarkeit von,  Peptiden:**
* Die Entwicklung und Herstellung von Peptiden, die an spezifische Rezeptoren auf Tumorzellen b, inden, kann komplex und zeitaufwändig sein.
* Die Verfügbarkeit von Peptiden kann durch begrenzte Produktionskapazitäten und hohe Kosten eingeschränkt sein.

**2. Targeting-Spezifität:**
* Die Pep, tid-Rezeptor-Bindung kann unspezifisch sein, was zu einer Aufnahme in Nicht-Zielgewebe führen kann.
* Dies kann zu Nebenwirkungen wie Nierentoxizität und Myelosuppression führen.

**3, . Strahlendosis:**
* Die Verabreichung hoher Strahlendosen ist notwendig, um eine wirksame Tumorabtötung zu erreichen.
* Dies kann jedoch zu Knochenmarktoxizität und anderen schwerwiegenden Nebenwirkungen führen.

**4. Strahlenresistenz:**
* Einige Tumoren können eine Resistenz gegen Strahlung entwickeln, , was die Wirksamkeit der PRRT verringert.

**5. Nierenfunktion:**
* Die PRRT erfordert eine gute Nierenfunktion, da die Radionuklide über die Nieren ausgeschieden werden.
* Patienten mit eingeschränkter Nierenfunktion können nicht für die PRRT in Frage kommen.

**6. Kosten:**
* Die PRRT ist eine teure Behandlung,,  die mehrere Zyklen erfordern kann.
* Die Kosten können eine Herausforderung für Patienten und Gesundheitssysteme darstellen.

**7. Zugang:**
* Die PRRT ist nicht in allen Ländern oder Regionen verfügbar.
* Patienten müssen möglicherweise reisen, um Zugang zu dieser Behandlung zu erhalten.

**8. Langzeiteffekte:**
* Die Langzeiteffekte der PRRT sind noch nicht vollständig bekannt.
* Es besteht die Möglichkeit von Spätfolgen wie sekundären Malignomen oder Organschäden.",,,
14E,What are the challenges of PRRT?,english,general,challenges of therapy,gemini-1.0-pro-001,"**Challenges of Peptide Receptor Radionuclide Therapy (PRRT)**

**1. Patient Selection:**

* Identifying patients with suitable tumor characteristics,  (e.g., high somatostatin receptor expression)
* Excluding patients with contraindications (e.g., severe renal impairment,,  bone marrow suppression)

**2. Radiopharmaceutical Production and Availability:**

* Limited availability of radioisotopes (e.g., 177Lu, 90Y)
* Complex and time-consuming production process
* High cost of production

**3. Radiation,  Dosimetry:**

* Accurately estimating radiation doses to target tumors and critical organs
* Balancing tumor efficacy with toxicity
* Variations in patient anatomy and tumor distribution

**4. Toxicity:**

* Myelosuppression (low blood cell counts), 
* Renal toxicity (kidney damage)
* Hepatotoxicity (liver damage)
* Radiation pneumonitis (lung inflammation)
* Gastrointestinal toxicity (nausea, vomiting)

**5. Patient Management:**

* Monitoring patients for toxicity and adjusting treatment accordingly
* Managing side effects and providing supportive care
* Long-term follow-up to assess treatment response and monitor for late effects

**6. Cost and Reimbursement:**

* High cost of PRRT due to radioisotope production, administration, and monitoring
* Limited insurance coverage in some countries

**7. Access to Expertise:**

* PRRT requires specialized knowledge and experience
* Limited availability of trained healthcare professionals in some regions

**8. Research and Development:**

* Ongoing research to improve radiopharmaceutical,  design, dosimetry, and toxicity management
* Development of new radioisotopes and targeting agents",,,
15G,Was sind die wichtigsten inclusion/exclusion criteria der COMPETE Studie?,german,specific,study,gemini-1.0-pro-001,"**Einschlusskriterien:**

* Alter ≥ 18 Jahre
* Diagnose einer chronischen Herzinsuffizienz (NYHA-Klasse,  II-IV)
* Ejektionsfraktion ≤ 40 %
* Stabile Herzinsuffizienztherapie,  für mindestens 3 Monate
* Bereitschaft zur Teilnahme an einem 12-monatigen Follow-up

**Ausschlusskriterien:**

* Akutes Koronarsyndrom innerhalb der letzten 3 Monate
* Herztransplantation oder,  implantierbares linksventrikuläres Unterstützungssystem
* Schwere Niereninsuffizienz (eGFR < 30 ml/min/1,73 m²)
* Schwere Lebererkrankung (Child-Pugh-Klasse C, )
* Aktive Infektion oder Malignität
* Schwangerschaft oder Stillzeit
* Teilnahme an einer anderen klinischen Studie, die die Herzinsuffizienztherapie beeinflusst
* Unfähigkeit, die Studienverfahren einzuhalten",,,
15E,What are the most important inclusion/exclusion criteria of the COMPETE trial?,english,specific,study,gemini-1.0-pro-001,"**Inclusion Criteria:**

* Age ≥ 18 years
* Diagnosis of type 2 diabetes mellitus for at least 1,  year
* HbA1c ≥ 7.0% and ≤ 10.0%
* Body mass index (BMI) ≥ , 25 kg/m²
* Willing and able to participate in a 12-month weight loss program
* Willing and able to provide informed consent

**Exclusion Criteria:**

* Type 1 diabetes mellitus
* Uncontrolled hypertension (systolic blood pressure,  > 160 mmHg or diastolic blood pressure > 100 mmHg)
* Uncontrolled dyslipidemia (LDL cholesterol > 190 mg/dL or HDL cholesterol < 40 mg/dL)
* Active cardiovascular disease (e.g., myocardial infarction, stroke, unstable angina)
* Active cancer
* Severe renal or hepatic impairment
* Pregnancy or breastfeeding
* Use of weight loss medications or surgery within the past 6 months
* Participation in another weight loss program within the past 6 months
* Any other condition that, in the opinion of the investigator, would make participation in the trial unsafe or impractical",,,
16G,Was sind die wichtigsten inclusion/exclusion criteria der COMPOSE Studie?,german,specific,study,gemini-1.0-pro-001,"**Einschlusskriterien:**

* Alter ≥ 18 Jahre
* Diagnose einer mittelschweren bis schweren chronisch obstruktiven Lungenerkrankung (COPD)
* Postbronchodilatatorisches FEV1/FVC-Verhältnis < 0,, 70
* Postbronchodilatatorisches FEV1 ≥ 50 % des vorhergesagten Wertes
* Raucheranamnese von ≥ 10 Packungsjahren
* Stabile COPD für mindestens 3 Monate vor der,  Randomisierung

**Ausschlusskriterien:**

* Asthma in der Vorgeschichte
* Signifikante andere Lungenerkrankung (z. B. Lungenfibrose, Bronchiektasen)
* Signifikante Herz-Kreislauf-, Erkrankung (z. B. Herzinsuffizienz, instabile Angina pectoris)
* Signifikante Leber- oder Nierenerkrankung
* Aktive Tuberkulose
* Malignität innerhalb der letzten 5 Jahre
* Teilnahme an einer anderen klinischen Studie innerhalb der letzten 30 Tage
* Schwangerschaft oder Stillzeit
* Unfähigkeit, die Studienmedikation einzunehmen oder die Studienverfahren einzuhalten",,,
16E,What are the most important inclusion/exclusion criteria of the COMPOSE trial?,english,specific,study,gemini-1.0-pro-001,"**Inclusion Criteria:**

* Age ≥ 18 years
* Histologically confirmed locally advanced or metastatic urothelial carcinoma
* Progression after platinum-based chemotherapy
* Measurable disease per RECIST v1.1
* Eastern Cooperative Oncology Group (ECOG), ",,,
17G,Welche radiopharmazeitische Medikamente sind von der FDA zugelassen?,german,specific,medication,gemini-1.0-pro-001,"**Diagnostische Radiopharmazeutika**

* **Technetium-99m-Sestamibi, :** Myokardperfusionsszintigraphie
* **Technetium-99m-Tetrofosmin:** Myokardperfusionsszintigraphie
* **Technetium-99m-MIBI:** Parathyreoideaszintigraphie, Schilddrüsenszintigraphie
* **Technetium-99m-DMSA:** Nierenszintigraphie
* **Technetium-99m-MAG3:** Nierenszintigraphie
* **Technetium-99m-EC:** Hirnperfusionsszintigraphie
* **Technetium-99m-HMPAO:** Hirnperfusionss, zintigraphie
* **Technetium-99m-TRODAT-1:** Thromboembolieszintigraphie
* **Indium-111-Octreotid:** Neuroendokrine Tumorszintigraphie
* **Iod-123-MIBG:** Neuroblastomszintigraphie
* **Iod-131-Natriumiodid:** Schilddrüsenszintigraphie, Radiojodtherapie
* **Gallium-68-PSMA-11:** Prostatakrebs-Szintigraphie
* **Fluor-18-FDG:** Positronen-Emissions-Tomographie (PET) für verschiedene Krebsarten

**Therapeutische Radiopharmazeutika**

, * **Iod-131-Natriumiodid:** Radiojodtherapie bei Schilddrüsenkrebs
* **Samarium-153-EDTMP:** Schmerztherapie bei Knochenmetastasen
* **Rhenium-186-HEDP:** Schmerztherapie bei Knochenmetastasen
* **Yttrium-90-SIR-Spheres:** Radioembolisation bei Leberkrebs
* **Lutetium-177-PSMA-, 617:** Radioligandentherapie bei Prostatakrebs
* **Radium-223-Dichlorid:** Knochenmetastasentherapie bei Prostatakrebs und anderen Krebsarten",,,
17E,Which radiopharmaceutical drugs are approved by the FDA?,english,specific,medication,gemini-1.0-pro-001,"**Bone Imaging**
* Technetium-99m methylene diphosphonate (Tc-99m MDP), 
* Technetium-99m hydroxymethylene diphosphonate (Tc-99m HDP)

**Cardiac Imaging**
, * Technetium-99m sestamibi (Tc-99m MIBI)
* Thallium-201 chloride (Tl-201)

**Gastrointestinal Imaging**
* Technetium-99m,  pertechnetate (Tc-99m O4-)
* Technetium-99m sulfur colloid (Tc-99m SC)
* Indium-111 pentetreotide (In-111 Octreotide), 

**Hepatobiliary Imaging**
* Technetium-99m mebrofenin (Tc-99m HIDA)
* Technetium-99m disofenin (Tc-99m DISIDA)

**Infection Imaging**
* Gallium-67 citrate (Ga-67)
* Indium-111 oxine (, In-111 InOxine)

**Lung Imaging**
* Technetium-99m macroaggregated albumin (Tc-99m MAA)
* Xenon-133 (Xe-133)

**Neurological Imaging**
* Technetium-99m hexamethylpropylene amine oxime (Tc-99m HMPAO)
* Tech, netium-99m ethyl cysteinate dimer (Tc-99m ECD)
* Iodine-123 ioflupane (I-123 FP-CIT)
* Fluorine-18 fluorodeoxyglucose (F-18 FDG)

**Renal Imaging**
* Technetium-99m mercaptoacetyltriglycine (Tc-99m MAG3)
* Technetium-99m diethylenetri, aminepentaacetic acid (Tc-99m DTPA)

**Thyroid Imaging**
* Iodine-123 sodium iodide (I-123 NaI)
* Iodine-131 sodium iodide (I-131 NaI)
* Technetium-99m pertechnetate (Tc-99m O4-)

**Tumor Imaging**
* Indium-111 pentetreotide (In-111 Octreotide)
* Iodine-13, 1 tositumomab (I-131 Tositumomab)
* Yttrium-90 ibritumomab tiuxetan (Y-90 Zevalin)
* Lutetium-177 dotatate (Lu-177 Dotatate)",,,
18G,In welcher Indikationen werden zur Zeit PSMA-targeting Radiopharmazeutika entwickelt?,german,specific,medication,gemini-1.0-pro-001,"PSMA-targeting Radiopharmazeutika werden derzeit für folgende Indikationen entwickelt:

* **Prostatakrebs:**
    * Metastasierter kastrationsresistenter Prostatakrebs (mCRPC)
    * Rezidivierender Prostatakre, bs nach radikaler Prostatektomie oder Strahlentherapie
* **Andere solide Tumore:**
    * Neuroendokrine Tumore (NET)
    * Pankreaskrebs
    * Blasenkrebs
    * Nierenkrebs
    * Magenkrebs
    , * Darmkrebs
* **Bildgebung:**
    * PSMA-PET/CT zur Diagnose und Stadieneinteilung von Prostatakrebs und anderen soliden Tumoren",,,
18E,In which indications are PSMA-targeting radiopharmaceuticals currently being developed?,english,specific,medication,gemini-1.0-pro-001,"**Prostate Cancer:**

* Metastatic castration-resistant prostate cancer (mCRPC)
* Biochemical recurrence after radical prostatectomy
* Primary prostate cancer

**Other Cancers:**

* Metastatic renal cell carcinoma (mRCC)
* Metastatic,  neuroendocrine tumors (NETs)
* Metastatic bladder cancer
* Metastatic breast cancer
* Metastatic lung cancer
* Metastatic colorectal cancer
* Metastatic pancreatic cancer

**Other Indications:**

* Imaging of prostate cancer and other PSMA-expressing tumors
* Adjuvant therapy,  after surgery or radiation therapy
* Neoadjuvant therapy before surgery or radiation therapy",,,
19G,Welche wichtigen Studien wurden in den letzten Jahren im Bereich der neuroendokrinen Tumore gestartet bzw. durchgeführt?,german,specific,study,gemini-1.0-pro-001,"**Wichtige Studien zu neuroendokrinen Tumoren (NETs) in den letzten Jahren:**

**Studien zur Epidemiologie und Diagnose:**

* **SEER-Studie (Surveillance, Epidemiology, and End Results):** Eine große Bevölkerungsstudie, die die Inzidenz, Prävalenz,  und Überlebensraten von NETs in den Vereinigten Staaten untersuchte.
* **ENETS-Studie (European Neuroendocrine Tumor Society):** Eine europäische Studie, die die klinischen Merkmale, Behandlungsergebnisse und Überlebensraten von NETs untersuchte., 

**Studien zur Behandlung:**

* **PROMID-Studie (Prospective Randomized Multicenter Interventional Study of Somatostatin Analogues):** Eine randomisierte Studie, die die Wirksamkeit von Somat, ostatin-Analoga bei der Behandlung von fortgeschrittenen NETs untersuchte.
* **NETTER-1-Studie (Neuroendocrine Tumor Therapy):** Eine Phase-3-Studie, die die Wirksamkeit von Everolimus bei der Behandlung von fortgeschrittenen NETs untersuchte.
* **SUNRISE-Studie (Study of Unresectable Neuroendocrine Tumors,  Receiving Indium-111 Pentetreotide Therapy):** Eine Phase-3-Studie, die die Wirksamkeit der Radionuklidtherapie mit Indium-111-Pentetreotid bei fortgeschrittenen NETs untersuchte.

**Studien zu Biomarkern und personalisierter Medizin:**

* **NETest-Studie (Neuroendocrine Tumor,  Test):** Eine Studie, die Biomarker identifizierte, die zur Vorhersage des Ansprechens auf bestimmte Behandlungen bei NETs verwendet werden können.
* **GENIE-Studie (Genomics of Neuroendocrine Neoplasia):** Eine genomweite Studie, die genetische Veränderungen identifizierte, die mit der Entwicklung und dem Fortschreiten von NETs in Zusammenhang stehen.

**Studien zu neuen Behandlungsstrategien:**

* **Studien zur Immuntherapie:** Untersuchungen zur, Wirksamkeit von Immuntherapien wie Checkpoint-Inhibitoren bei der Behandlung von NETs.
* **Studien zur zielgerichteten Therapie:** Untersuchungen zur Wirksamkeit von zielgerichteten Therapien, die auf spezifische molekulare Veränderungen bei NETs abzielen.
* **Studien zur Kombinationstherapie:** Untersuchungen zur Wirksamkeit von Kombinationstherapien, die verschiedene Behandlungsmodalitäten kombinieren, um die Ergebnisse bei NETs zu verbessern.",,,
19E,What are the major studies that have been initiated or conducted in the field of neuroendocrine tumors in recent years?,english,specific,study,gemini-1.0-pro-001,"**Major Studies in Neuroendocrine Tumors (NETs)**

**Phase III Clinical Trials:**

* **CLARINET:** Compared,  lanreotide with placebo in patients with advanced midgut NETs (2017)
* **PROMID:** Evaluated the efficacy,  of everolimus in patients with advanced pancreatic NETs (2016)
* **SUN1111:** Assessed the effectiveness of sunitinib in patients with advanced pancreatic NETs (201, 6)
* **TELESTAR:** Investigated the role of telotristat ethyl in patients with carcinoid syndrome (2017)
* **RADIANT-4:** Examined the efficacy of everolimus in patients with advanced,  non-pancreatic NETs (2018)

**Phase II Clinical Trials:**

* **NETTER-1:** Evaluated the safety and efficacy of 177Lu-DOTATATE in patients with advanced NETs (2017)
* **NETTER-2:** Assessed the efficacy of 177Lu-DOTATATE in patients with,  advanced midgut NETs (2018)
* **COMPASS:** Investigated the combination of cabozantinib and atezolizumab in patients with advanced NETs (2020)
* **ENETS-16:** Evaluated the efficacy of pembrolizumab in patients with advanced NETs (2021)
* **NCT03585231:** Assessed the safety and efficacy of avapritinib in patients with advanced GIST-NETs (2022)

**Observational Studies:**

* **NET-SMART:** A prospective, multicenter registry study collecting data on patients with NETs (ongoing)
* **ENETS Consensus Guidelines:** Regularly updated guidelines providing recommendations for the diagnosis and management of NETs (ongoing)
* **NET-RADAR:** A global registry study monitoring the incidence and,  outcomes of NETs (ongoing)

**Other Major Initiatives:**

* **Neuroendocrine Tumor Research Foundation (NETRF):** Funds research and provides support for patients with NETs.
* **European Neuroendocrine Tumor Society (ENETS):** Promotes research and education in the field of NETs.
* **National Cancer Institute (NCI):** Supports research and clinical trials for NETs through its Neuroendocrine Tumor Program.",,,
20G,Was ist der Vergleichsarm in der Netter-1 Studie,german,specific,study,gemini-1.0-pro-001,"Placebo",,,
20E,What is the control arm in the Netter-1 trial?,english,specific,study,gemini-1.0-pro-001,"Placebo",,,
21G,Was ist der Vergleichsarm in der Netter-2 Studie,german,specific,study,gemini-1.0-pro-001,"Placebo",,,
21E,What is the control arm in the Netter-2 trial?,english,specific,study,gemini-1.0-pro-001,"Placebo",,,
22G,Was ist der Vergleichsarm in der COMPETE Studie,german,specific,study,gemini-1.0-pro-001,"Placebo",,,
22E,What is the control arm in the COMPETE trial?,english,specific,study,gemini-1.0-pro-001,"Usual care",,,
23G,Was ist der Vergleichsarm in der COMPOSE Studie,german,specific,study,gemini-1.0-pro-001,"Placebo",,,
23E,What is the control arm in the COMPOSE trial?,english,specific,study,gemini-1.0-pro-001,"Placebo",,,
24G,"Ist es möglich die verschiedenen Guidelines zu Management von neuroendokrinen Tumoren vergleichend darzustellen (ENETS, NANETS)? Wo sind hier die Unterschiede in der Therapie dieser Erkrankung? ",german,specific,guidelines,gemini-1.0-pro-001,"**Vergleichende Darstellung der ENETS- und NANETS-Guidelines für das Management neuroendokriner Tumoren (NETs, )**

**ENETS (European Neuroendocrine Tumor Society)** und **NANETS (North American Neuroendocrine Tumor Society)** sind zwei,  führende Organisationen, die Richtlinien für das Management von NETs herausgeben.

**Unterschiede in der Therapie**

**Lokalisierte NETs**

* **ENETS:** Chirurgische Resektion ist die primäre Behandlung, soption.
* **NANETS:** Chirurgie und lokale ablative Therapien (z. B. Radiofrequenzablation) werden empfohlen.

**Metastasierte NETs**

* **ENETS:** Systemische Therapie mit Somatostatin-Analoga (z. B. Octreotid, Lanreotid) ist die Erstlinienbehandlung.
* **NANETS:** Systemische Therapie mit Somatostatin-Analoga oder mTOR-Inhibitoren (z. B. Everolimus) wird empfohlen.

**Fortgeschrittene,  NETs**

* **ENETS:** Chemotherapie (z. B. Streptozotocin, 5-Fluorouracil) kann in Betracht gezogen werden.
* **NANETS:** Chemotherapie und zielgerichtete Therapien (z. B. Sunitinib, Pazopanib) werden empfohlen.

**Andere Unterschiede**

* **Definition von NETs:** ENETS,  verwendet eine breitere Definition, die auch gutartige Tumoren einschließt, während NANETS sich auf bösartige Tumoren konzentriert.
* **Staging-System:** ENETS verwendet das TNM-Staging-System, während NANETS das AJCC-Staging-System verwendet.
* **Überwachung:** ENETS empfiehlt eine häufigere Überwachung als NANETS.
* **Palliative Behandlung:** NANETS betont die Bedeutung palliativer Maßnahmen wie Schmerzbehandlung und Ernährung, sunterstützung.

**Gemeinsamkeiten**

* Beide Richtlinien betonen die Bedeutung eines multidisziplinären Ansatzes.
* Beide Richtlinien empfehlen eine personalisierte Behandlung basierend auf dem individuellen Patientenprofil.
* Beide Richtlinien erkennen die Notwendigkeit weiterer Forschung an.

**Fazit**

Während es einige Unterschiede in den Therapieempfehlungen zwischen den ENETS- und NANETS-Richtlinien gibt, stimmen beide Organisationen in der Notwendigkeit eines umfassenden und personalisierten Ansatzes für das Management von NET, s überein. Die Wahl der spezifischen Behandlung hängt von Faktoren wie dem Stadium des Tumors, dem Grad der Differenzierung und den individuellen Bedürfnissen des Patienten ab.",,,
24E,"Is it possible to compare the different guidelines for the management of neuroendocrine tumors (ENETS, NANETS)? Where are the differences in the therapy of this disease?",english,specific,guidelines,gemini-1.0-pro-001,"**Comparison of ENETS and NANETS Guidelines for Neuroendocrine Tumors (NETs)**

**ENETS (European Neuroendocrine Tumor Society)** and **NANETS (North American Neuroendocrine Tumor Society)** are two major organizations that provide guidelines for the management of NETs. While,  there are some similarities, there are also some key differences between the two sets of guidelines.

**Similarities**

* Both guidelines recommend a multidisciplinary approach to the management of NETs, involving specialists from various fields such as oncology, surgery, endocrinology, and radiology.
* Both guidelines emphasize the,  importance of early diagnosis and staging of NETs.
* Both guidelines recommend surgery as the primary treatment for localized NETs.
* Both guidelines recommend systemic therapy, such as somatostatin analogs, for advanced NETs.

**Differences**

* **Staging:** ENETS uses a different staging system than NANETS. ENETS uses the TNM staging system, which is based on the size and location of the tumor, the presence of lymph node involvement, and the presence of distant metastases. NANETS uses the AJCC (American Joint Committee on Cancer) staging system, which is based on the size and location of the tumor, the presence of lymph node involvement, , and the presence of distant metastases.
* **Treatment of localized NETs:** ENETS recommends surgery as the primary treatment for localized NETs, regardless of the size or location of the tumor. NANETS recommends surgery for localized NETs that are larger than 2 cm or that are located in the pancreas or duodenum.
* **Treatment of advanced NETs:** ENETS recommends systemic therapy, such as somatost, atin analogs, as the primary treatment for advanced NETs. NANETS recommends systemic therapy for advanced NETs that are causing symptoms or that are progressing.
* **Follow-up:** ENETS recommends more frequent follow-up for NETs than NANETS. ENETS recommends follow-up every 3-6 months for localized NETs and every 6-12 months for advanced NETs. NANETS recommends follow-up every 6-12 months for localized NETs and every 12-24 months for advanced NETs.

**Conclusion**

The ENETS and,  NANETS guidelines for the management of NETs are generally similar, but there are some key differences between the two sets of guidelines. These differences should be taken into account when making treatment decisions for patients with NETs.",,,
25G,In welchem Bereich werden PRRT Therapien in den ESMO Guidelines dargestellt?,german,specific,guidelines,gemini-1.0-pro-001,,,,
25E,In which section are PRRT therapies presented in the ESMO Guidelines?,english,specific,guidelines,gemini-1.0-pro-001,"Genitourinary Cancers",,,
26G,Welche Arten von neuroendokrinen Tumoren werden in der COMPETE Studie untersucht?,german,specific,study,gemini-1.0-pro-001,"Die COMPETE-Studie (COMprehensive Pancreas Evaluation and Treatment) untersucht neuroendokrine Tumoren,  des Pankreas, die folgende Subtypen umfassen:

* Gut differenzierte neuroendokrine Tumoren (NET)
* Gut,  differenzierte neuroendokrine Karzinome (NEC)
* Gut differenzierte neuroendokrine Tumoren mit hohem Proliferationsindex (NET-G3)",,,
26E,What types of neuroendocrine tumors are investigated in the COMPETE trial?,english,specific,study,gemini-1.0-pro-001,"Gastroenteropancreatic neuroendocrine tumors (GEP-NETs)",,,
27G,Was war das mediane PFS in der Netter-2 Studie?,german,specific,study,gemini-1.0-pro-001,,,,
27E,What was the median PFS in the Netter-2 trial?,english,specific,study,gemini-1.0-pro-001,"11.1 months",,,
28G,In welchen Indikationen erforscht ITM Radiopharmazeutika?,german,specific,research,gemini-1.0-pro-001,"ITM Radiopharmazeutika erforscht Radiopharmazeutika in folgenden Indikationen:

* **Onkologie:**
    *Prostatakrebs
    * Neuroendokrine Tumoren
    * Nierenkrebs
    * Hirntumoren
    *Lymphome
* **Neurologie:**
    * Parkinson-Krankheit
    * Alzheimer-Krankheit
* **Kardiovaskuläre Erkrankungen:**
    * Myokardinfarkt
    * Herzinsuffizienz
* **Entzündliche Erkrankungen:**
    * Rheumato, ide Arthritis
    * Morbus Crohn
* **Infektionskrankheiten:**
    * Bakterielle Infektionen
    * Virale Infektionen",,,
28E,In which indications does ITM research radiopharmaceuticals?,english,specific,research,gemini-1.0-pro-001,"ITM researches radiopharmaceuticals in the following indications:

- Oncology
- Cardiology
- Neurology
- Immunology
- Infectious diseases",,,
29G,Welche Isotope werden in den Studien von ITM verwendet?,german,general,research,gemini-1.0-pro-001,"* **Kohlenstoff-14 (¹⁴C)**: Wird verwendet, um das Alter organischer Materialien zu bestimmen.
* **Stickstoff-15 (¹⁵N)**: Wird verwendet, um den Stickstoffkreislauf und die Stick, stofffixierung zu untersuchen.
* **Sauerstoff-18 (¹⁸O)**: Wird verwendet, um Paläoklimabedingungen und die Herkunft von Wasser zu untersuchen.
* **Wasserstoff-2 (²H, Deuterium)**: Wird verwendet, um die Verdunstung und den Wasserkreislauf zu untersuchen.
* **Strontium-87 (⁸⁷Sr)**: Wird verwendet, um die Herkunft und Bewegung von Gesteinen,  und Sedimenten zu untersuchen.
* **Neodym-143 (¹⁴³Nd)**: Wird verwendet, um die Herkunft und Entwicklung des Erdmantels zu untersuchen.
* **Blei-206 (²⁰⁶Pb)**: Wird verwendet, um das Alter von Gesteinen und Mineralien zu bestimmen.
* **Uran-238 (²³, ⁸U)**: Wird verwendet, um das Alter von Gesteinen und Mineralien zu bestimmen.
* **Thorium-230 (²³⁰Th)**: Wird verwendet, um das Alter von Meeresablagerungen und Korallen zu bestimmen.
* **Protactinium-231 (²³¹Pa)**: Wird verwendet, um die Ozeanströmungen und die Sedimentationsraten zu untersuchen.",,,
29E,Which isotopes are used in ITMs studies?,english,general,research,gemini-1.0-pro-001,"* **Carbon-14 (¹⁴C)**: Used to date organic materials up to 50,00, 0 years old.
* **Nitrogen-15 (¹⁵N)**: Used to study nitrogen cycling in ecosystems.
, * **Oxygen-18 (¹⁸O)**: Used to study climate change and paleoclimatology.
* **Hydrogen-2 (²H)**: Used to study water movement and age.
* **Sulfur-34 (³⁴S)**: Used to study sulfur cycling, "" in ecosystems.
* **Strontium-87 (⁸⁷Sr)**: Used to study rock weathering and erosion.
* **Neodymium-143 (¹⁴³Nd)**: Used to study the origin and evolution of the Earths mantle.
* **"", Lead-206 (²⁰⁶Pb)**: Used to date rocks and minerals.
* **Uranium-238 (²³⁸U)**: Used to date rocks and minerals.
* **Thorium-232 (²³²Th)**: Used to date rocks and minerals.",,,
30G,Wann wurde ITM gegründet?,german,general,company,gemini-1.0-pro-001,"1994",,,
30E,When was ITM founded?	,english,general,company,gemini-1.0-pro-001,"1991",,,
31G,Welche Produkte hat ITM bereits auf dem Markt?,german,general,company,gemini-1.0-pro-001,"**Medizinische Geräte:**

* **ITM NeuroGuard:** Ein nicht-invasives Hirnüberwachungsgerät,  zur Erkennung von Hirnverletzungen
* **ITM NeuroExplorer:** Ein EEG-Gerät zur Diagnose und,  Überwachung von neurologischen Erkrankungen
* **ITM NeuroStim:** Ein nicht-invasives Hirnstimulationsgerät zur Behandlung von neurologischen Erkrankungen

**Software und Dienstleistungen:**

* **ITM NeuroCloud:** Eine Cloud-basierte Plattform,  für die Verwaltung und Analyse von Hirndaten
* **ITM NeuroAnalytics:** Eine Suite von Analysetools für die Interpretation von Hirndaten
* **ITM NeuroConsult:** Ein Telemedizin-Service für die Fernüberwachung,  und -beratung von Patienten mit neurologischen Erkrankungen

**Forschungs- und Entwicklungsprodukte:**

* **ITM NeuroLink:** Ein implantierbares Hirn-Computer-Interface (BCI) für die Steuerung von Prothesen und anderen Geräten
* **ITM NeuroChip:** Ein neuartiger Chip für die Verarbeitung von Hirndaten in Echtzeit",,,
31E,Which products does ITM already have on the market?,english,general,company,gemini-1.0-pro-001,"ITM does not have any products on the market. ITM is a research and development company that focuses on developing new technologies and products for the,  healthcare industry.",,,
32G,An welchen Kongressen nimmt ITM teil?,german,general,company,gemini-1.0-pro-001,"* **Internationale Tourismusbörse (ITB) Berlin**
* **World Travel Market (WTM) London**
* **International Luxury Travel Market (ILTM) Cannes**
* **Arabian Travel Market (ATM) Dubai**
* **China,  International Travel Mart (CITM) Shanghai**
* **India International Travel Mart (IITM) New Delhi**
* **Japan International Tourism Expo (JITE) Tokyo**
* **Korea World Travel Fair (KWTF) Seoul**
* **Travel & Adventure Show** (verschiedene Städte weltweit)
* **MATKA Nordic Travel Fair** (Helsinki)
* **Vakantiebeurs** (Utrecht)
* **Salon Mondial du Tourisme** (Paris)
* **Fitur** (Madrid)
* **Feria Internacional de Turismo** (Buenos Aires)
* **Expo Turismo Internacional** (Lima)",,,
32E,Which congresses does ITM participate in?,english,general,company,gemini-1.0-pro-001,"* **International Tourism Bourse (ITB)** in Berlin, Germany
* **World Travel Market (WTM)** in London, UK
* **International Luxury Travel Market (ILTM)** in Cannes, France
* **China International Travel Mart (CITM)** in Shanghai, China
* **Arabian Travel Market (ATM)** in Dubai, UAE
* **India Travel Mart (ITM)** in New Delhi, India
* **International Tourism Fair (FITUR)** in Madrid, Spain
* **Tourism Expo Japan (TEJ)** in Tokyo, Japan
* **International Tourism Fair (ITF)** in Belgrade, Serbia
* **International Tourism Fair (ITF)** in Ljubljana, Slovenia",,,
